nombre,cantidades,info,sabores,imagen,mix,Artículo,Estado,#REF!
AZAFRAN ESPAÑOL X CAPSULA,1 UNIDAD,"El azafrán español, conocido como el ""oro rojo"", es una de las especias más valoradas y costosas del mundo. Se obtiene de los estigmas secos de la flor Crocus sativus y España es uno de sus principales productores globales, destacando especialmente la región de La Mancha por su calidad superior.",,https://drive.google.com/file/d/1vpzc6luyyWsCPGbYK2HfZCld8GEq3Zvv/view,,1138,🟢 ok,
AZUCAR IMPALPABLE,250G/500G/1KG,"El azúcar impalpable, también conocida como azúcar glas, flor o en polvo, es azúcar blanca refinada molida hasta obtener un polvo extremadamente fino. Se distingue por su textura sedosa que se disuelve instantáneamente en la boca.",,https://drive.google.com/file/d/1A0qdFEmUs_jNrUES8ccOmdecshqTJqma/view,,1140,🟢 ok,
AZUCAR MASCABO,250G/500G/1KG,"El azúcar mascabo (o mascabado) es un tipo de azúcar integral de caña que no ha sido refinado, o que ha pasado por un proceso de refinamiento mínimo. A diferencia del azúcar blanco, este conserva la melaza natural de la planta, lo que le otorga su característico color marrón oscuro, una textura húmeda y un sabor intenso con notas de caramelo.",,https://drive.google.com/file/d/10WsWJ94Z3AzM3O5DXfjBiWYjoFBCgCk6/view,,1141,🟢 ok,
AZUCAR NEGRA,1KG,"El azúcar negra (o azúcar moreno oscuro) es un tipo de azúcar de caña que se caracteriza por su alto contenido de melaza. A diferencia del azúcar blanco refinado, conserva más humedad, lo que le da una textura similar a la ""arena mojada"" y un sabor intenso a caramelo o regaliz.",,https://drive.google.com/file/d/14zx8vpTVr0QajXK3Sfe-E-SEb5X-EwMD/view,,1142,🟢 ok,
BANANITAS CON CHOCOLATE,250G/500G/1KG,"Las bananitas de cereal con chocolate son un snack dulce muy popular en Argentina, conocido por su forma de pequeña banana, su textura crocante y su baño de chocolate con leche.",,https://drive.google.com/file/d/1lTHh9dcV--oni4bsmIrHPM4KGoTf38ub/view,si,2455,🟢 ok,
"BARRA ""INTEGRA""",1 UNIDAD,"Las barritas ÍNTEGRA son snacks saludables creados por la nutricionista Laura Romano, diseñados para ofrecer una opción nutritiva y real frente a los ultraprocesados. Se destacan por usar ingredientes 100% naturales, ser ricas en fibra y, en sus versiones específicas, aportar una alta cantidad de proteína.",Arándanos y semillas/cajú y arándanos/banana y nuez,https://drive.google.com/file/d/1I3sXrAbibz4MXrj8IPUAQRXKdqth-LIA/view,,2460,🟢 ok,
BARRA CHOCO 70% CON STEVIA x 100 g - COLONIAL,1 UNIDAD,"El chocolate Colonial 70% Cacao con Stevia es una opción de chocolate amargo dietético fabricada en Argentina, diseñada especialmente para quienes buscan reducir el consumo de azúcar sin sacrificar el sabor intenso del cacao. Es un producto muy popular en dietéticas y tiendas saludables por ser apto para celíacos (Sin TACC) y personas con diabetes.",,https://drive.google.com/file/d/1tEMqFtY5CHTTVi0kPVkqUuZftUgBWaM1/view,,2003,🟢 ok,
BARRA CHOCO 80% X 100 g - COLONIAL,1 UNIDAD,"La barra de chocolate Colonial 80% Cacao es una de las opciones más populares en Argentina para quienes buscan un chocolate amargo de alta pureza, con certificación orgánica y sin TACC.",,https://drive.google.com/file/d/14RCfMfiamjxbBTREICeDFap3Pxvxx4w5/view,,2268,🟢 ok,
BARRA CHOCO SIN AZUCAR x 100 g - COLONIAL,1 UNIDAD,"La barra de chocolate sin azúcar de la marca Colonial es una opción popular en Argentina para personas con diabetes, celíacas o quienes buscan reducir el consumo de azúcar. Se destaca por ser un producto libre de gluten (Sin TACC) y por utilizar edulcorantes en lugar de sacarosa.",,https://drive.google.com/file/d/1guwxJ8Acdq3a9vv-mUm5nW_JUIDcTcID/view,,2004,🟢 ok,
BARRA CHOCOLATE MAPRICUBER xKg,250G/500G/1KG,"El Chocolate Mapricuber es una marca profesional de la empresa Arcor diseñada específicamente para la repostería y el moldeo artesanal. Se destaca por ser un baño de repostería de uso directo, lo que significa que no requiere templado (atado o atemperado) para obtener un acabado brillante y firme.",,https://drive.google.com/file/d/1aLfrFpfrLtZr2OHYqMYXUB_JiCQEqg5L/view,,2497,🟢 ok,
"BARRA CROWIE  ARROZ ""SIN TACC""",1 UNIDAD,"Las barritas de arroz Crowie son una opción popular en Argentina para quienes buscan snacks Sin TACC (libres de gluten). Se destacan por ser livianas, tener pocas calorías y estar elaboradas con una base de arroz integral yamaní y semillas.",Chocolate Negro/Chocolate Blanco/Marroc/Limón/Frutilla//Coco,https://drive.google.com/file/d/10wGpltOzuQiBJOf4wuxAdQyi7YXku8FT/view,,2103,🟢 ok,
BARRA MUECA PROTEICA ,1 UNIDAD,"Las barras Mueca son una opción popular en el mercado de snacks saludables, especialmente en Argentina. Se destacan por ser productos con ingredientes naturales y etiquetas ""limpias"".",,https://drive.google.com/file/d/1nXMBYKQO0h5oN3_D5PytHf4LYrQGF8iM/view,,2484,🟢 ok,
BARRA MUECAS X45GR,1 UNIDAD,"Las barritas Muecas son snacks de cereales, frutos secos y semillas fabricados en Argentina. Se destacan por ser 100% naturales, sin conservantes ni jarabe de maíz de alta fructosa (JMAF).",Cacao y Avellanas/Banana y Dulce de Leche/Manzana y Arándanos/Pasas y Almendras/Pasas y Arándanos,https://drive.google.com/file/d/1j9HvY5wTqfuioP8VKHYDDnwdLHIujPgg/view,,2014,🟢 ok,
"BARRA PROTEICA  ""INTEGRA""",1 UNIDAD,"La marca argentina Íntegra ofrece barras proteicas que se destacan en el mercado por ser 100% vegetales y utilizar ingredientes naturales sin aditivos químicos. A diferencia de las barras deportivas tradicionales que suelen usar suero de leche (whey) y edulcorantes artificiales, estas apuestan por la fibra y proteínas de origen vegetal para generar saciedad.",,https://drive.google.com/file/d/1tP4pZBdg95hruo1GIxj4cVEr_M4561AN/view,,2506,🟢 ok,
"BARRAS ""CRUDDA""  X40Gr - SIN TACC",1 unidad,"Las barras Crudda de 40g son snacks proteicos, plant-based (a base de plantas) y sin TACC (libres de gluten). Ofrecen aproximadamente 9g de proteína vegetal y 7 g de fibra por unidad, disponibles en sabores como Brownie, Avellana Chocolate, Banana Toffee, Coco y Chocolate, entre otros.",BROWNIE/COCO/PEANUT CARAMEL/AVELLANA/ARANDANOS,https://drive.google.com/file/d/1xV00r5HSo3zy6rGeo_d5Yj28DoWrdl2j/view,,2074,🟢 ok,
BASTONCITO SALVADO TRIGO Y AVENA,250G/500G/1KG,Los bastoncitos de salvado de trigo y avena son un cereal de desayuno diseñado para aportar altos niveles de fibra. Son conocidos por ser saciantes y ayudar significativamente a la salud digestiva.,,https://drive.google.com/file/d/19pulxRbH7xL56FagImtf_tiyKI4iPlvm/view,si,1147,🟢 ok,
BERENJENAS CONDIM.X 200 GR,1 UNIDAD,"Las Berenjenas Durán (comúnmente conocidas como berenjenas en escabeche o condimentadas) son un clásico de las conservas artesanales, especialmente populares en regiones de Argentina. Se caracterizan por su equilibrio entre la acidez del vinagre, el aceite y una mezcla intensa de especias.",,https://drive.google.com/file/d/1vivsZ1XVLxnKOoE4npMrRJpz-VKziFom/view,,1150,🟢 ok,
BICARBONATO  DE SODIO,250G/500G/1KG,"El bicarbonato de sodio es un compuesto sólido cristalino de color blanco muy soluble en agua, con un ligero sabor alcalino. Es uno de los productos más versátiles y económicos que puedes tener en casa.",,https://drive.google.com/file/d/1gyE8yPEaayBGMFLEmP6B_ijIRyW9apiA/view,,2089,🟢 ok,
BISGLICINATO DE MAGNESIO NATIER 50 cápsulas,1 UNIDAD,"El Bisglicinato de Magnesio Natier (50 cápsulas) es un suplemento de alta absorción y excelente tolerancia digestiva, ideal para reducir el estrés, mejorar el sueño, aliviar contracturas musculares y regular el sistema nervioso. Su fórmula quelada con glicina maximiza beneficios sin molestias gastrointestinales.",,https://drive.google.com/file/d/1lSEP7X1rgHtsuuCl8HO8rXmmttEWA6t_/view,,2463,🟢 ok,
BLEND DE TE X 30g,1 UNIDAD,"Un blend de té es una mezcla diseñada de diferentes tipos de hojas de té o la combinación de té con otros ingredientes botánicos (flores, especias, frutas). El objetivo es crear un perfil de sabor único, equilibrado y consistente que una sola variedad de té no podría lograr por sí misma.",DIGESTIVO/CALMA FLORAL/NEGRO ESPECIADO/MATE Y COMPAÑIA ,https://drive.google.com/file/d/1M0zna1WUZv1KVDWEs5PM8REmla7auSxs/view,,2326,🟢 ok,
BOLDO,50G/250G/1KG,"El boldo seco (Peumus boldus) es una de las plantas medicinales más utilizadas en Sudamérica, especialmente valorada por sus potentes beneficios para el sistema digestivo y el hígado.",,https://drive.google.com/file/d/1J9BdkXR2a7LzKz2xazGBpa8jwTd5hmcV/view,,1154,🟢 ok,
BOLITAS DE CHOCOLATE,250G/500G/1KG,"Los cereales en bolitas de chocolate son un clásico del desayuno, conocidos por su textura crujiente y por teñir la leche de color chocolate.",,https://drive.google.com/file/d/1Q56-RkzQo7pP8geqUZ-AGVchPl4ItYdr/view,si,1155,🟢 ok,
BOMBITA DEFUMACION X 4 uni. - SAGRADA MADRE,1 UNIDAD,"Las Bombitas de Defumación Sagrada Madre son esferas de incienso activado, fabricadas artesanalmente para limpiezas energéticas profundas. A diferencia de los sahumerios tradicionales, no requieren carbón extra, ya que están diseñadas para encenderse directamente.",,https://drive.google.com/file/d/1Gcm4-suIzUpWttZ1G2w5nWgLppeLzbhp/view,,2328,🟢 ok,
CACAO AMARGO DE BRASIL,100G/250G/1KG,"El cacao amargo de Brasil es reconocido por su alta calidad y sabor intenso, siendo uno de los ingredientes favoritos para repostería y alimentación saludable.",,https://drive.google.com/file/d/19jMlGqwqxZcMIC8f7D5QAQIHX8we9RiH/view,,1163,🟢 ok,
CAFE BRASIL BRUNO BROWN X 250 ,1 UNIDAD,"Bruno Brown es un tostadero de café de especialidad con sede en Mendoza que ofrece granos de origen, incluyendo su popular Café Brasil.",,https://drive.google.com/file/d/1QzOmZOZMCe8-oQSux3esdW2rUYsmYUJV/view,,2381,🟢 ok,
CAFE COLOMBIA HUILA BRUNO BROWN X250,1 UNIDAD,"El café de Huila (Colombia) de la tostaduría Bruno Brown es un café de especialidad de la variedad Castillo. Se destaca por un perfil limpio, equilibrado y con una acidez cítrica refrescante. ",,https://drive.google.com/file/d/1pZKQtlqJXYZ7syTOljKVgB26j9YuqT9e/view,,2382,🟢 ok,
CAFE DESCAFEINADO EXOTIC COLOMBIA BRUNO BROWN X250,1 UNIDAD,"El Colombia Exótico Descafeinado de Bruno Brown es un café de especialidad procesado con métodos que preservan su perfil sensorial original, ofreciendo una experiencia dulce y equilibrada sin los efectos de la cafeína.",,https://drive.google.com/file/d/14NmT5lu7Pmu6NnSMimShf8P7fQxQyyko/view,,2383,🟢 ok,
"CALDO DE HUESO "" MEDICINA ANCESTRAL""",1 UNIDAD,"El caldo de huesos es una de las prácticas culinarias más antiguas del mundo, valorada hoy como un ""superalimento"" por su densidad nutricional. Se obtiene al cocinar huesos y tejidos conectivos de animales (generalmente res, pollo o pescado) a fuego muy lento durante períodos prolongados (de 12 a 48 horas).",,https://drive.google.com/file/d/1_a6h0Z2Y7HjndJ8aJ9-Yq9lu_mk1MPCI/view,,2278,🟢 ok,
"CALDO DE VERDURA SIN SAL ""El Naturalista"" x10sobres",1 UNIDAD,El caldo de verdura sin sal de El Naturalista es un producto deshidratado e instantáneo diseñado para quienes buscan reducir el consumo de sodio o grasas sin perder sabor en sus comidas.,,https://drive.google.com/file/d/1fe-jcgCY2l67EOuLVo7R9c0KHwPzqzNV/view,,2154,🟢 ok,
"CALDO DE VERDURAS CON SAL ""El Naturalista"" x10sobres",1 UNIDAD,"caldo de verduras con sal de la marca El Naturalista es un producto deshidratado e instantáneo diseñado para preparar sopas de forma rápida o para saborizar diversas comidas. Se destaca por ser una opción sin grasas y, en algunas versiones, enriquecida con fibras.",,https://drive.google.com/file/d/1QxuNARdPyT1S79YHx2z5FhnfhY3KC5qG/view,,2155,🟢 ok,
CANELA EN RAMA,50G/250G/1KG,"La canela en rama es la corteza interna seca del árbol canelo (Cinnamomum). A diferencia de la versión molida, mantiene sus aceites esenciales por más tiempo, ofreciendo un aroma y sabor más intensos y puros.",,https://drive.google.com/file/d/1yLOgWp7aQmQ6Gfv4Zo-XRDknTZoLqrhi/view,,1167,🟢 ok,
CANELA MOLIDA,100G/250G/1KG,"La canela molida es una de las especias más versátiles del mundo, valorada tanto por su perfil aromático en la cocina como por sus propiedades terapéuticas.",,https://drive.google.com/file/d/1WXIYjf82ASvUYhrC3r924VmhPWNc9i3-/view,,1168,🟢 ok,
CARDAMOMO,50G/250G/1KG,"El cardamomo es una especia de lujo conocida como la ""Reina de las Especias"". Proviene de las semillas de plantas de la familia del jengibre y es famosa por su aroma intenso, cítrico y ligeramente dulce.",,https://drive.google.com/file/d/1gBK5oIsBtJbQv88srpZ6DZct7McJdEX7/view,,1176,🟢 ok,
"CARDO MARIANO TINTURA MADRE X 60 CC ""EL NATURALISTA""",1 UNIDAD,"La Tintura Madre de Cardo Mariano de la marca argentina El Naturalista es un suplemento fitoterápico concentrado, diseñado principalmente para el soporte de la salud hepática y digestiva.",,https://drive.google.com/file/d/1NLCzmbDkrR-9RS4-qFfUG4PPeIlWtOyR/view,,1110,🟢 ok,
"CARDOMARIANO x 30 cápsulas ""EL NATURALISTA""",1 UNIDAD,"El Cardo Mariano de la marca ""El Naturalista"" es un suplemento dietario utilizado principalmente como protector hepático. Su componente activo, la silimarina, ayuda a regenerar las células del hígado y a mejorar la digestión de las grasas.",,https://drive.google.com/file/d/1ZW2LgeqdKgWWlI5Tn3W0-P4xDIy3L9HN/view,,2080,🟢 ok,
"CAROTENO X 10 cápsulas ""EL NATURALISTA""",1 UNIDAD,"El Caroteno de ""El Naturalista"" es un suplemento dietario diseñado principalmente para favorecer el bronceado y proteger la piel frente a la radiación solar.",,https://drive.google.com/file/d/1iFdEtBZgmu1ZI6I7Ed_HxhNyYRIDqWrP/view,,2218,🟢 ok,
"CARQUEJA TINTURA MADRE  ""EL NATURALISTA""",1 UNIDAD,"La Tintura Madre de Carqueja de ""El Naturalista"" es un extracto vegetal concentrado (generalmente de Baccharis trimera) utilizado principalmente como protector del hígado y auxiliar digestivo.",,https://drive.google.com/file/d/1-lo402d647WKiJtdRF1NhX6rb3mp8Oeu/view,,2351,🟢 ok,
"CASCARA SAGRADA GOTAS X 60 CC ""EL NATURALISTA""",1 UNIDAD,La Cáscara Sagrada en gotas (tintura madre) de la marca El Naturalista es un suplemento herbario utilizado principalmente como laxante estimulante para el tratamiento a corto plazo del estreñimiento ocasional.,,https://drive.google.com/file/d/1UtKGvw0H8D3qO66sEwLmx9GFioDZGXFT/view,,2170,🟢 ok,
CASCARILLA DE CACAO,100G/250G/1KG,"La cascarilla de cacao es la piel delgada que recubre el grano de cacao. Se separa durante el proceso de tostado y es un ""superalimento"" cargado de beneficios, especialmente valorado por su aroma a chocolate y su bajo costo.",,https://drive.google.com/file/d/15FzyEn5HGuv699E9UBWoUIJT_oI7QHZ3/view,,1178,🟢 ok,
CASTAÑAS CAJÚ VIETNAM,250G/500G/1KG,"Las castañas de cajú (o anacardos) de Vietnam son reconocidas mundialmente por su alta calidad premium, sabor suave, textura cremosa y tamaño uniforme. Son una excelente fuente de grasas saludables, proteínas, hierro y magnesio, ideales como snack o en preparaciones culinarias.",,https://drive.google.com/file/d/1Xoz8PXa0yjIg4WT0HIART70CGIFopFWP/view,si,1180,🟢 ok,
CEBOLLA EN ESCAMAS,100G/250G/1KG,"La cebolla en escamas es cebolla fresca que ha sido cortada en láminas finas y sometida a un proceso de deshidratación. Conserva muy bien el aroma original, aunque el secado le otorga un sabor más elegante, sutil y ligeramente dulce al perder el picor natural.",,https://drive.google.com/file/d/1vASYt2UrVhhl1AA7fXeWlWxGUz7_qosQ/view,,1182,🟢 ok,
CEDRON,50G/250G/1KG,"El cedrón seco (también conocido como hierba luisa o verbena de Indias) es una de las plantas medicinales más apreciadas por su aroma cítrico y sus múltiples beneficios para la salud. Al estar seco, conserva sus aceites esenciales y es ideal para infusiones prolongadas.",,https://drive.google.com/file/d/1QKQS7jgOhi3PLUH8UYRvyok2QU4irBu5/view,,2038,🟢 ok,
CENTELLA ASIATICA X 50 NATIER,1 UNIDAD,La Centella Asiática de Natier es un suplemento natural diseñado principalmente para mejorar la salud circulatoria y la apariencia de la piel.,,https://drive.google.com/file/d/1NW1lGzNcovSdQcQHZxLxEivOtBvvj2IH/view,,2187,🟢 ok,
CENTELLA ASIATICA+GINKGOBILOBA+TEVERDE+HIBISCUS,1 UNIDAD,"Este suplemento de Vita Wellness combina cuatro extractos botánicos conocidos principalmente por mejorar la circulación, la metabolización de grasas y la función cognitiva.",,https://drive.google.com/file/d/1-fv6AsarrEr0r3RJvNgkCMzR4jKciSrS/view,,2281,🟢 ok,
"CEREZAS AL MARRASCHINO X 170 g ""AGROIANNI""",1 UNIDAD,"Las Cerezas al Marrasquino Agroianni son un producto premium de conservas originario de Mendoza, Argentina. Se destacan en el mercado gourmet por ser consideradas más naturales y menos artificiales que otras marcas comerciales.",,https://drive.google.com/file/d/11j2OvzMbXf8HlUc_LepoKfIJ2zhgrqpZ/view,,1188,🟢 ok,
"CEREZAS AL MARRASCHINO X 330 g ""AGROIANNI""",1 UNIDAD,"Las Cerezas al Marrasquino Agroianni son un producto premium de conservas originario de Mendoza, Argentina. Se destacan en el mercado gourmet por ser consideradas más naturales y menos artificiales que otras marcas comerciales.",,https://drive.google.com/file/d/1n-AmN8O6FFR4JPZ7DXpiOGF0SKi6uoZD/view,,1193,🟢 ok,
CHIMICHURRI,100G/250G/1KG,"El chimichurri es una salsa tradicional de origen argentino, emblema de su gastronomía y compañera indispensable del asado. Se trata de una mezcla de hierbas, especias y líquidos que realza el sabor de las carnes asadas, pescados y aves.",,https://drive.google.com/file/d/1lqMuR5X-im_1fuC3d_k4-z-qmpWLDcBe/view,,1201,🟢 ok,
CHIPS DE BANANA,250G/500G/1KG,Los chips de banana son una excelente alternativa saludable a los snacks procesados.,,https://drive.google.com/file/d/1tHz0CPQn94o34AE_oymNrsxf_gCoDDya/view,si,1202,🟢 ok,
"CHIPS DE BATATA ""SIN TACC"" - BOUTIQUE CHIPS ",1 UNIDAD,Las Chips de Batata Boutique Chips son una opción de snack gourmet argentina diseñada para quienes buscan alternativas naturales y aptas para celíacos. Se destacan por su textura crujiente y su elaboración artesanal con ingredientes mínimos.,,https://drive.google.com/file/d/1fPcn3OGtjydPCFO2ROIav_VHPeR6bD0J/view,,2488,🟢 ok,
"CHIPS DE PAPAS ""SIN TACC"" - BOUTIQUE CHIPS",1 UNIDAD,Las papas Boutique Chips son una de las opciones más populares en el mercado de snacks saludables y artesanales.,,https://drive.google.com/file/d/1oyLAu56tApYKgNFGm2h58eYfvP34Kujj/view,,2487,🟢 ok,
CHOCOLATE 100%  COBERTURA SEMIAMARGO x kg - COLONIAL,100G/250G/1KG,"El Chocolate Cobertura Semiamargo Colonial es un producto premium de repostería diseñado para fundir y bañar. A diferencia de los ""baños de repostería"", este contiene manteca de cacao, lo que garantiza un brillo superior y un sabor más intenso.",,https://drive.google.com/file/d/1pRzT_PG0qDeuoegFcfWK0_YyO5TV9Z6I/view,,2159,🟢 ok,
CHOCOLATE 80%  COBERTURA SEMIAMARGO x kg - COLONIAL,100G/250G/1KG,El chocolate Colonial Cobertura Semiamargo 80% Cacao es un producto de alta gama diseñado para repostería profesional y hogareña que destaca por su intensidad y pureza.,,https://drive.google.com/file/d/1zyQZPREc2SPSOIiZ2MfzoAFZ6nrrUxma/view,,1424,🟢 ok,
"CHUCRUT X 600 GR ""CRISTO DE LOS CERROS""",1 UNIDAD,"El chucrut de la marca Cristo de los Cerros es un producto artesanal fabricado por la familia mendocina Alcaraz Gourmet. Se caracteriza por ser un alimento fermentado de forma natural, sin conservantes químicos y apto para dietas veganas y celíacas.",,https://drive.google.com/file/d/1BLQaKI6BCeVw_78YR0DcVZBQUMm9HoVK/view,,1204,🟢 ok,
CIRUELA PRESIDENTE SIN CAROZO,250G/500G/1KG,Las ciruelas Presidente tiernizadas son una variedad de ciruela desecada (generalmente de gran tamaño y piel morada) que ha pasado por un proceso de rehidratación controlada para lograr una textura suave y carnosa.,,https://drive.google.com/file/d/1Tedikm7hqYFZZGrkfGX1KRlF2b1ETX8r/view,si,1206,🟢 ok,
CIRUELAS D`AGEN CON CAROZO,250G/500G/1KG,"Las ciruelas D'Agen con carozo son famosas por su dulzura natural y su textura carnosa. Originarias de Francia, son la variedad predilecta para el desecado debido a su alto contenido de azúcar y fibra.",,https://drive.google.com/file/d/19xXY0pEbQvvg7sMKeDGhGmMqLaZFYnFA/view,,1207,🟢 ok,
CIRUELAS TIERNIZADAS SIN CAROZO,250G/500G/1KG,"Las ciruelas D'Agen sin carozo son una variedad de ciruelas deshidratadas de origen francés, aunque se producen extensamente en Argentina (especialmente en Mendoza), valoradas por su pulpa tierna, sabor dulce intenso y alto valor nutricional.",,https://drive.google.com/file/d/1UaJqE6bpmw1tzb1xHxIzodRhMBZsqcHV/view,si,1208,🟢 ok,
CITRATO DE MAGNESIO,250G/500G/1KG,"El citrato de magnesio es un suplemento de alta absorción utilizado principalmente para tratar el estreñimiento ocasional (como laxante salino) y corregir la deficiencia de magnesio. Ayuda a relajar los músculos, mejora la calidad del sueño, reduce la ansiedad y apoya la salud ósea.",,https://drive.google.com/file/d/1ap0OjZAyu-HsIKhxWHflQ52Zhwv2Umqi/view,,2483,🟢 ok,
"CITRATO DE MAGNESIO ""EL  NATURALISTA""",1 UNIDAD,"El Citrato de Magnesio de El Naturalista es un suplemento alimenticio de alta biodisponibilidad, diseñado para mejorar la salud muscular, nerviosa y ósea. Su fórmula combina carbonato de magnesio con ácido cítrico, lo que facilita una absorción más rápida y eficaz por el organismo en comparación con otras formas de magnesio.",,https://drive.google.com/file/d/1mRf1BFbOxI8NihwSkBQUNzjwF9W-ulYC/view,,2076,🟢 ok,
"CITRATO DE POTASIO ""EL NATURALISTA""",1 UNIDAD,"El Citrato de Potasio de ""El Naturalista"" es un suplemento dietario diseñado para reponer niveles de potasio en el organismo, favoreciendo principalmente la salud renal, muscular y ósea.",,https://drive.google.com/file/d/11T6jTwiWh8vqbm2ReafK6EzW3UrdfWZr/view,,2077,🟢 ok,
CLAVO DE OLOR ENTERO,50G/250G/1KG,"El clavo de olor entero es el botón floral seco del árbol Syzygium aromaticum. Es una de las especias más potentes y versátiles, utilizada tanto para realzar sabores en la cocina como por sus amplias propiedades medicinales.",,https://drive.google.com/file/d/10AZzo5zHczh5mib2nk55TMhenrY2W-7G/view,,1209,🟢 ok,
CLORURO DE MAGNESIO,100G/250G/1KG,"El cloruro de magnesio es un compuesto mineral iónico utilizado principalmente como complemento alimenticio debido a su alta capacidad de absorción por el organismo. Se emplea para tratar deficiencias de magnesio, mineral esencial para más de 300 reacciones bioquímicas en el cuerpo.",,https://drive.google.com/file/d/1O_qHjrfVmwyhzFpBC-Hl0wP1QNKBRjSV/view,,2432,🟢 ok,
COCO EN ESCAMAS,100G/250G/1KG,"El coco en escamas es un producto natural, rico en fibra y grasas saludables (ácido láurico), ideal como snack crocante, en granolas, yogures o repostería. Aporta energía sostenida, vitaminas (E, B) y minerales como hierro y potasio. Se destaca por su sabor dulce y textura crujiente.",,https://drive.google.com/file/d/13yWZQOqu5ijl1s3GTfAvjgy0utjCmGfq/view,si,1211,🟢 ok,
COCO RALLADO,100G/250G/1KG,"El coco rallado es la pulpa del coco deshidratada y rallada, conocida por ser rica en fibra, hierro, potasio y grasas saludables (ácido láurico). Es un ingrediente versátil en repostería (tortas, trufas, galletas) y platos salados, además de ser apto para dietas sin TACC. Proporciona energía, ayuda a la digestión y aporta un sabor dulce y fresco.",,https://drive.google.com/file/d/11d9JIijSF4dXlpzMgEpFLAulVjL2LUCH/view,si,1212,🟢 ok,
"COLA DE PAVO EXTRACTO 60 cc ""SOMOS SETAS""",1 UNIDAD,El extracto de Cola de Pavo (Trametes versicolor) de la marca Somos Setas es un suplemento natural diseñado para fortalecer las defensas y mejorar la salud digestiva.,,https://drive.google.com/file/d/1GMllD3PXfeRi-_WC9AxuzhWZ7-zN54iC/view,,2469,🟢 ok,
"COLAGENO HIDROLIZADO CAPSULA X 50 CÁPSULAS ""NATIER""",1 UNIDAD,"El colágeno hidrolizado de Natier es un suplemento de origen marino diseñado para mejorar la salud de la piel, las articulaciones y los tejidos conectivos. Se destaca por utilizar péptidos de colágeno bioactivos, lo que facilita una absorción más rápida y eficiente por parte del cuerpo.",,https://drive.google.com/file/d/1RaGyJOUcT0ugKOs1LCmQPpnDeanEyvoM/view,,2049,🟢 ok,
"COLAGENO HIDROLIZADO ""PEPTAN B 2000 LD""",250G/500G/1KG,"El colágeno hidrolizado Peptan® B 2000 LD es un ingrediente de alta pureza fabricado por Rousselot, compuesto por péptidos de colágeno de origen bovino (Tipo 1). Se caracteriza por su baja densidad y un peso molecular optimizado para una absorción rápida y una fácil disolución en líquidos.",,https://drive.google.com/file/d/14NenshLi9fBZPcVZjxfVaIFcf9tGOJTf/view,,2031,🟢 ok,
COMINO MOLIDO,100G/250G/1KG,"El comino molido es una de las especias más utilizadas en las cocinas de todo el mundo, conocida por su aroma penetrante, sabor terroso y ligeros toques cítricos.",,https://drive.google.com/file/d/14ga-yNjWExhPg_zBqPYRP8U20XTaTPA6/view,,1214,🟢 ok,
CONDIMENTO PARA ARROZ,100G/250G/1KG,"El mejor condimento para arroz incluye una mezcla de cúrcuma (para color amarillo), ajo en polvo, cebolla, coriandro, pimienta blanca y pimentón.",,https://drive.google.com/file/d/1mV89rz9BTpeWR_BspWModpBzXtGtq6VP/view,,1219,🟢 ok,
COPOS DE MAIZ,250G/500G/1KG,Los copos de maíz (también conocidos como corn flakes) son hojuelas de maíz tostadas. Son uno de los cereales de desayuno más populares en el mundo debido a su textura crujiente y versatilidad.,,https://drive.google.com/file/d/1P4UdCh-pg94nJfhD1wCBCNyniZMLzkwi/view,si,1229,🟢 ok,
COPOS DE MAIZ CON AZUCAR,250G/500G/1KG,Los copos de maíz (también conocidos como corn flakes) son hojuelas de maíz tostadas. Son uno de los cereales de desayuno más populares en el mundo debido a su textura crujiente y versatilidad.,,https://drive.google.com/file/d/1L5n634OGcpybf7dAGm0hTnbx3y-OXPZC/view,si,1228,🟢 ok,
CORAZON DE  ALCAUCIL CONDIM X 330 GR,1 UNIDAD,"Los Corazones de Alcaucil Condimentados Agroianni son una conserva gourmet de origen mendocino, reconocida por su elaboración artesanal y sabor intenso. Se presentan listos para consumir, generalmente en frascos de vidrio",,https://drive.google.com/file/d/1HArqd4wBBDbVAY4JGqOylHRqlV5Di-LA/view,,1101,🟢 ok,
CORAZONES DE ALCAUCIL X 300 GR,1 UNIDAD,"Los corazones de alcaucil Agroianni son una conserva artesanal de origen mendocino, reconocida por su calidad y sabor intenso. Aunque Agroianni es famoso por sus alcauciles condimentados en aceite, también produce versiones que resaltan el sabor del vinagre en su receta.",,https://drive.google.com/file/d/12iWmYR5tCjRa5eN67cw2k6eeW3AJPk_D/view,,1230,🟢 ok,
CORDERO CON PIEL DEL LOBO X 750CC,1 UNIDAD,"Cordero con Piel de Lobo es principalmente conocido hoy como una popular línea de vinos de la bodega argentina Mosquita Muerta Wines (Familia Millán). El nombre juega con el refrán popular ""lobo con piel de cordero"", pero invirtiendo los roles para sugerir que el vino es más audaz y potente de lo que aparenta.",,https://drive.google.com/file/d/1Zgk69yPQ_d9hJI0W7BEhIP_EENMk5sDx/view,,1231,🟢 ok,
